countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rkna,rtfpna,rwtfpna,labsh,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k
URY,Uruguay,Peso Uruguayo,1964,17066.76953,15975.48633,2.649892261,0.81777817,,1.913033366,16077.43945,17804.35352,16858.43555,16334.3584,23274.23047,0.991617203,1.08807683,13973.53809,11855.54004,13098.14941,36070.96875,1.056655765,0.998431802,0.516889155,0.045982204,1.64E-05,0.112151362,0.20658274,0.213210791,Extrapolated,Extrapolated,Market,Regular,,,0.827846706,0.1057228,0.156424567,0.048104499,-0.08321052,-0.054888055,0.112817216,1.085731578,0.108627468,0.222532168,0.131776974,1.199197412
URY,Uruguay,Peso Uruguayo,1965,16875.74023,15956.96875,2.679263216,0.824292123,,1.92640233,15265.15918,16877.875,16680.60352,16335.38965,23795.93555,0.956536233,0.987063825,13857.98145,11222.55762,12380.6123,36440.73828,1.034767866,0.931893706,0.516889155,0.043625984,2.9E-05,0.102340192,0.190286532,0.194307864,Extrapolated,Extrapolated,Market,Regular,,,0.763826728,0.098725334,0.170657232,0.049157687,-0.046068355,-0.036298603,0.103680294,1.022742133,0.096342154,0.253348053,0.167118341,1.117872477
URY,Uruguay,Peso Uruguayo,1966,17661.46484,16578.35938,2.707192633,0.830761909,,1.945734262,16323.07129,18005.3457,17495.13477,17023.69727,23880.125,0.964239538,1.015931368,14407.31152,11961.84766,13072.07129,36923.4375,1.059176564,0.968748689,0.516889155,0.045695908,5.39E-05,0.089781143,0.186999217,0.192177787,Extrapolated,Extrapolated,Market,Regular,,,0.776917756,0.098819576,0.181926265,0.050455064,-0.052598961,-0.055519719,0.092358536,1.130303991,0.078774356,0.253868818,0.147223324,1.216864944
URY,Uruguay,Peso Uruguayo,1967,16984.80078,16079.34668,2.734423666,0.836580694,,1.965260148,16076.77344,17883.29492,16890.32617,16584.58398,24731.13477,0.922871351,0.994411409,14011.74902,11719.52539,13550.41113,37599.21875,1.012194872,0.98674643,0.516889155,0.040617656,0.000104962,0.082602791,0.180731952,0.184063807,Extrapolated,Extrapolated,Market,Regular,,,0.777861059,0.108927734,0.191519514,0.045971759,-0.051931374,-0.072348654,0.085086874,1.054012767,0.072513623,0.2082441,0.136286318,1.136056423
URY,Uruguay,Peso Uruguayo,1968,17245.64258,16320.89844,2.76230732,0.841750979,,1.984982133,16266.72754,17859.76953,17176.57617,16869.01953,25166.76953,0.910294116,0.958462059,14168.66602,11787.88965,12723.88965,38039.99219,1.009324551,0.913698852,0.516889155,0.040448811,0.000231854,0.084844448,0.155863017,0.158704728,Extrapolated,Extrapolated,Market,Regular,,,0.757490814,0.094435938,0.20680517,0.054984216,-0.06187924,-0.051836941,0.091244436,0.881041615,0.061402423,0.190696836,0.138511375,0.937686086
URY,Uruguay,Peso Uruguayo,1969,18474.93945,17429.89648,2.787429271,0.845974982,,2.004901886,17259.46094,19299.13672,18345.43359,17969.85156,25779.41016,0.95626992,1.019597411,15139.45996,12597.36816,14873.75293,39044.21094,1.056769133,1.04657793,0.516889155,0.040195193,0.000248,0.101276189,0.189256355,0.193211928,Extrapolated,Extrapolated,Market,Regular,,,0.764959633,0.113505401,0.195507988,0.049459621,-0.064167701,-0.059264921,0.104788193,0.933732716,0.087534849,0.215334013,0.144058883,0.981501102
URY,Uruguay,Peso Uruguayo,1970,19895.41406,18651.43164,2.809117,0.848655879,,2.025021553,18202.04688,20520.36133,19721.18555,19208.92578,28372.81836,0.990260184,1.056765437,15715.77637,13333.56934,16097.7793,40322.74219,1.072737455,1.107655883,0.516889155,0.040035326,0.000248,0.119725332,0.128676087,0.132107615,Extrapolated,Extrapolated,Market,Regular,,,0.756637514,0.120689422,0.190945223,0.052276891,-0.080165178,-0.040383853,0.124916772,0.198952269,0.099153781,0.231544644,0.151224062,0.19818984
URY,Uruguay,Peso Uruguayo,1971,20038.39258,18767.74805,2.817577,0.853717148,,2.044763803,18256.27344,20734.58594,19813.86719,19281.87305,30025.16797,0.959441185,1.026921988,15734.61816,13421.98047,16361.79395,41407.83594,1.05179143,1.102517843,0.516889155,0.037524652,0.000248,0.141426191,0.153859526,0.158104584,Extrapolated,Extrapolated,Market,Regular,,,0.753612161,0.128530711,0.19319804,0.044087201,-0.078410827,-0.041017279,0.145581711,0.245448597,0.125216681,0.241722137,0.146901846,0.251699686
URY,Uruguay,Peso Uruguayo,1972,19586.27148,18260.52539,2.820734,0.854421496,,2.064698458,17739.66211,19828.55078,19296.49219,18706.17773,30481.80859,0.909781814,0.957281172,15490.28418,13176.86133,15598.33691,41830.76172,1.024796605,1.040250421,0.516889155,0.039833147,0.000530826,0.116041645,0.126969561,0.130976364,Extrapolated,Extrapolated,Market,Regular,,,0.774764478,0.111668348,0.173567235,0.039385967,-0.060659837,-0.038726177,0.122541003,0.219773762,0.087030012,0.290565312,0.164579421,0.220752254
URY,Uruguay,Peso Uruguayo,1973,20328.98047,18654.98633,2.821367,0.85372597,,2.084827185,18408.67969,20403.69141,19941.11914,19001.90234,31663.93359,0.895043612,0.961965322,15546.80957,13616.48438,15866.2041,41928.39844,1.022669554,1.052079201,0.516889155,0.035704836,0.000857151,0.140069082,0.156895742,0.164650723,Extrapolated,Extrapolated,Market,Regular,,,0.759699345,0.104990087,0.209081501,0.046456773,-0.070501111,-0.049726561,0.149778718,0.312161396,0.104789014,0.34569481,0.165837437,0.310844392
URY,Uruguay,Peso Uruguayo,1974,19837.70313,18990.60938,2.823326,0.853582084,,2.105152369,18490.25,20638.99219,19581.4082,19295.91406,33386.55469,0.923998535,0.990054607,16035.47754,13565.63672,15929.01074,42618.35156,1.041385293,1.042796731,0.516889155,0.032382909,0.001098328,0.204207197,0.221341133,0.224615991,Extrapolated,Extrapolated,Market,Regular,,,0.735009372,0.111357369,0.2232375,0.053655364,-0.087741449,-0.035518181,0.223433185,0.3687812,0.140905616,0.367994547,0.272372425,0.373727798
URY,Uruguay,Peso Uruguayo,1975,20357.75391,19721.36133,2.829391,0.855987132,,2.125675678,18855.98828,21672.04102,20151.05273,20070.05469,34361.14844,0.967967212,1.056256771,16975.73828,13913.68066,16997.39648,44263.23828,1.07548213,1.085521102,0.516889155,0.03384582,0.002235833,0.174804956,0.189793199,0.190559164,Benchmark,Extrapolated,Market,Regular,0.576485426,,0.727172256,0.140311152,0.212336287,0.059356716,-0.099067956,-0.040108465,0.192319317,0.290152939,0.1148248,0.319986284,0.259756774,0.291558325
URY,Uruguay,Peso Uruguayo,1976,20758.07617,19910.18555,2.840601,0.859298944,,2.149376154,18007.5918,21615.05469,20468.50977,20228.5332,37628.44531,0.914784253,0.976857126,17652.21484,13797.24707,17574.4375,46731.39063,1.081018448,1.084917307,0.516889155,0.034483176,0.0033025,0.182839289,0.195775211,0.198097765,Interpolated,Extrapolated,Market,Regular,,,0.69137609,0.178335354,0.198831394,0.08314234,-0.11138656,-0.040298656,0.19817052,0.260348265,0.12952954,0.318709671,0.265845716,0.260402203
URY,Uruguay,Peso Uruguayo,1977,20403.32813,19731.83398,2.856206,0.863944471,,2.173340797,17204.75781,21700.32813,20098.19141,20051.28711,42624.58203,0.854226112,0.916616917,17859.47266,13685.4209,18093.41406,49644.13672,1.053215027,1.075598598,0.516889155,0.03570316,0.004646667,0.218858719,0.223300785,0.223823115,Interpolated,Extrapolated,Market,Regular,,,0.685093045,0.224203557,0.172944531,0.087373972,-0.105554149,-0.064060941,0.236463466,0.240300796,0.149120242,0.34164241,0.315994203,0.236737221
URY,Uruguay,Peso Uruguayo,1978,21620.71289,20772.48242,2.874998,0.86955601,,2.19757247,17327.9375,22951.68945,21246.20703,21065.18359,49122.17188,0.838705361,0.907205105,18799.125,14281.6543,19275.39453,53066.66797,1.063789606,1.099518895,0.516889155,0.037621424,0.006023333,0.256587654,0.253087103,0.255262017,Interpolated,Extrapolated,Market,Regular,,,0.656770945,0.266969025,0.165815696,0.08544337,-0.101026163,-0.073972851,0.276417076,0.242301176,0.178046376,0.378837705,0.336320728,0.237922922
URY,Uruguay,Peso Uruguayo,1979,23466.31445,22681.56836,2.894983,0.875831485,,2.222074509,17933.3457,25535.13086,23048.49219,22958.15625,58044.74609,0.855409205,0.950783074,19958.79883,15192.22559,21270.07422,57087.10938,1.080007553,1.160226226,0.516889155,0.035749089,0.007838333,0.35794729,0.334005088,0.33531934,Interpolated,Extrapolated,Market,Regular,,,0.625861049,0.331114829,0.155270755,0.076423816,-0.130917877,-0.057752557,0.387655909,0.277523137,0.238198657,0.448680282,0.390328646,0.280996829
URY,Uruguay,Peso Uruguayo,1980,24928.21289,24173.92383,2.914683,0.882627249,,2.246849537,18727.53516,27625.11523,24693.59961,24489.20313,67884.89063,0.866981208,0.98919189,21156.1582,16280.63867,22699.06641,61298.70313,1.095394492,1.184740067,0.516889155,0.035021447,0.0090725,0.479672402,0.430969775,0.434566855,Benchmark,Extrapolated,Market,Regular,0.568309365,,0.632075846,0.363326669,0.132650346,0.080839492,-0.145884901,-0.063007459,0.500183667,0.328461027,0.38193669,0.534926057,0.462365001,0.350640088
URY,Uruguay,Peso Uruguayo,1981,25424.33594,24447.17188,2.933904,0.920720518,,2.272161484,19331.14063,27484.33984,25214.12109,24765.40625,73878.98438,0.82285881,0.920287728,21557.91016,16786.86523,22737.84961,64998.98047,1.05546236,1.122191072,0.516889155,0.034922875,0.010793333,0.520505965,0.471170843,0.479707807,Interpolated,Extrapolated,Market,Regular,,,0.634307027,0.329217255,0.146263331,0.086884461,-0.141689301,-0.054982748,0.540290208,0.354197944,0.434706639,0.565428734,0.46540615,0.379514933
URY,Uruguay,Peso Uruguayo,1982,22864.625,21951.14453,2.953118,0.904135704,,2.297758579,17772.72461,24526.95508,22793.02539,22398.60547,76573.8125,0.756030142,0.829135954,19533.3418,15357.32813,20299.90039,67632,0.941557288,0.986382604,0.516889155,0.036270417,0.013853333,0.46405521,0.42679292,0.43430838,Interpolated,Extrapolated,Market,Regular,,,0.630324364,0.301546931,0.163150281,0.090865053,-0.118635304,-0.067251302,0.483420163,0.328742927,0.389239447,0.503208876,0.417711824,0.353489727
URY,Uruguay,Peso Uruguayo,1983,20640.75195,19588.15039,2.972284,0.919829011,,2.323643923,16340.19531,20569.29297,20517.46875,19981,72410.91406,0.651392102,0.663242161,18390.07813,14044.41016,17356.32813,68573.60156,0.867711008,0.82552588,0.516889155,0.038768783,0.034375833,0.291379839,0.27467379,0.282048464,Interpolated,Extrapolated,Market,Regular,,,0.635843635,0.211655989,0.181942999,0.119579308,-0.0860449,-0.062976994,0.317172579,0.210125747,0.2012409,0.437198937,0.409435064,0.229842812
URY,Uruguay,Peso Uruguayo,1984,20303.88086,19445.375,2.991478,0.927477539,,2.349820852,15891.88477,19447.35156,20045.57813,19709.44922,71111.63281,0.614544153,0.590819418,18189.21289,13751.08203,16599.28711,68709.03906,0.848824263,0.780862629,0.516889155,0.038487915,0.055893333,0.28178215,0.267148852,0.271704882,Interpolated,Benchmark,Market,Regular,,,0.620725691,0.180394068,0.185582176,0.109102868,-0.095208995,-0.000595866,0.312849874,0.201742404,0.177868434,0.432020247,0.408198684,0.226478949
URY,Uruguay,Peso Uruguayo,1985,20288.25391,19419.35938,3.010766,0.976499736,,2.376292706,16244.34863,19474.64648,20204.33008,19834.08594,70485.4375,0.587732852,0.556802213,18457.59375,13911.50781,16518.16602,68477.32031,0.835239172,0.753492475,0.516889155,0.036985137,0.101155833,0.269549429,0.258640826,0.263468891,Interpolated,Benchmark,Market,Regular,,,0.623354316,0.162865952,0.195657358,0.100547671,-0.090811744,0.008386455,0.299591955,0.20378427,0.173835459,0.427554697,0.392944366,0.23512508
URY,Uruguay,Peso Uruguayo,1986,22961.3418,22091.55078,3.029948,1.020845532,,2.386559486,18292.27539,22038.60938,22937.60938,22527.72852,70363.85156,0.646187425,0.609126151,20092.30664,15576.16406,18603.16211,68888.55469,0.884039819,0.82510668,0.516889155,0.036500778,0.151434167,0.297166467,0.28311348,0.288264602,Interpolated,Benchmark,Market,Regular,,,0.616256714,0.166298792,0.195732608,0.102414094,-0.087224379,0.006522179,0.331665774,0.214496851,0.188546696,0.469035715,0.442742676,0.239937723
URY,Uruguay,Peso Uruguayo,1987,25215.33398,24597.41602,3.048955,1.090783954,,2.396870852,20787.80859,25219.80664,25198.38086,25019.08008,71176.15625,0.680931926,0.663179219,21686.23828,17790.49023,21357.74219,69487.11719,0.916152716,0.909536898,0.516889155,0.035483647,0.225521667,0.329825878,0.322891027,0.325205058,Interpolated,Benchmark,Market,Regular,,,0.63828218,0.177144721,0.192596018,0.091608964,-0.092732951,-0.00689891,0.369143087,0.290363878,0.199524796,0.519683242,0.492172301,0.327488184
URY,Uruguay,Peso Uruguayo,1988,25260.71289,24437.29297,3.068166,1.103159785,,2.407226563,20586.30078,24638.41797,25215.53125,24854.5625,71387.26563,0.6596843,0.638800204,21684.35156,17551.67578,20875.39844,70289.82813,0.903690815,0.876979709,0.516889155,0.035654422,0.3585075,0.339013249,0.332968771,0.337804526,Interpolated,Benchmark,Market,Regular,,,0.631697536,0.163033098,0.196572945,0.105325475,-0.087817714,-0.008811389,0.381646833,0.302260388,0.202008021,0.551255345,0.539222479,0.331147164
URY,Uruguay,Peso Uruguayo,1989,25489.78125,24546.17773,3.08811,1.134440541,,2.417627096,20788.9043,24353.52539,25399.59375,24938.5,71907.53125,0.642276287,0.617881358,21963.11133,17564.3457,20610.39258,71195.83594,0.894613862,0.8462708,0.516889155,0.035454974,0.621178333,0.345148712,0.33873567,0.344998658,Interpolated,Benchmark,Market,Regular,,,0.627544224,0.142936513,0.2060626,0.113299787,-0.089568444,-0.000274725,0.392808918,0.301334891,0.200004068,0.564993203,0.554997504,0.319156468
URY,Uruguay,Peso Uruguayo,1990,25098.49023,24350.94531,3.109122,1.135879278,,2.428072453,20505.61328,24047.60742,25043.19141,24702.89453,75592.39844,0.617353976,0.592606962,22164.29297,16875.63086,20042.97656,72113.69531,0.894655228,0.815540195,0.516889155,0.034498308,1.169484167,0.377993554,0.36893934,0.374021709,Interpolated,Benchmark,Market,Regular,,,0.618487954,0.143383756,0.211601555,0.121768579,-0.103187241,0.007945376,0.432113616,0.31652188,0.21980662,0.567953229,0.554927945,0.309850127
URY,Uruguay,Peso Uruguayo,1991,26294.36328,25704.53125,3.13114,1.131085873,,2.434767962,21654.45313,25977.50977,26173.45508,26031.4043,76022.30469,0.649017274,0.645055175,22869.21094,17944.16211,21725.10352,73297.3125,0.916575909,0.877728999,0.516889155,0.033731434,2.017663333,0.432044357,0.423930943,0.426244259,Interpolated,Benchmark,Market,Regular,,,0.627277792,0.166070789,0.204580992,0.097578749,-0.101034559,0.005526208,0.491151026,0.383290404,0.250813921,0.61959374,0.590131283,0.388012767
URY,Uruguay,Peso Uruguayo,1992,29447.44141,28969.9668,3.153857,1.152733684,,2.441482067,24144.66992,29894.64258,29288.42773,29309.30078,76773.1875,0.698231578,0.707512677,24951.05273,20379.46875,25138.62109,75674.17188,0.973725319,0.988940954,0.516889155,0.033592202,3.024811667,0.500957489,0.485601723,0.485255897,Interpolated,Benchmark,Market,Regular,,,0.632512331,0.196182504,0.191276312,0.098356247,-0.12502721,0.006699825,0.573051381,0.421121442,0.262557517,0.562027872,0.548472166,0.449050963
URY,Uruguay,Peso Uruguayo,1993,30775.25586,30121.01563,3.177035,1.166281581,,2.448214531,25259.2207,31529.02539,30520.30469,30351.52539,80971.125,0.696310878,0.71331954,25601.03711,21460.16797,26597.52344,78305.8125,0.975419998,1.021542788,0.516889155,0.032818567,3.941091667,0.564071357,0.542860568,0.545879364,Interpolated,Benchmark,Market,Regular,,,0.642710328,0.20657295,0.189512119,0.089071587,-0.138654456,0.01078748,0.637993904,0.457408726,0.313370767,0.59425056,0.554336786,0.507683456
URY,Uruguay,Peso Uruguayo,1994,33669.50391,32728.34961,3.200342,1.201772213,,2.454965353,27503.75586,34344.44922,33165.76953,32909.26172,85377.07813,0.717317581,0.737290621,27467.125,23295.24219,29060.29297,81194.72656,1.011110783,1.078367472,0.516889155,0.032172337,5.043916667,0.603370667,0.581885576,0.586421013,Interpolated,Benchmark,Market,Regular,,,0.64134568,0.207865283,0.194399461,0.093222164,-0.142368779,0.00553622,0.689266564,0.495502454,0.319990432,0.624040186,0.577807367,0.540924728
URY,Uruguay,Peso Uruguayo,1995,33526.67578,32521.64844,3.223401,1.224212527,,2.46173501,26925.67188,33857.98047,32873.39844,32557.18359,89289.96094,0.689341843,0.707670808,27068.74609,22511.58203,28455.68164,83965.96875,0.969707787,1.027597427,0.516889155,0.032285139,6.349,0.6802634,0.648310721,0.654607475,Interpolated,Benchmark,Market,Regular,,,0.624713957,0.212927148,0.20231311,0.099043638,-0.144687369,0.005689516,0.789724074,0.524203505,0.342264542,0.653161943,0.608359158,0.549440622
URY,Uruguay,Peso Uruguayo,1996,35654.92578,34493.22656,3.246484,1.195727944,,2.485735416,29007.45898,35736.32031,34717.86328,34316.58984,92327.80469,0.710994363,0.731172502,28574.19531,24255.42188,30285.49023,86830.44531,1.01441431,1.083820343,0.516889155,0.032217201,7.971833333,0.672258556,0.652606308,0.660237432,Benchmark,Benchmark,Market,Regular,0.645209741,,0.643029988,0.196081936,0.202259675,0.105579868,-0.158439115,0.011487662,0.766180856,0.567887603,0.373657936,0.661703646,0.61105758,0.585304976
URY,Uruguay,Peso Uruguayo,1997,36297.875,34944.85938,3.269301,1.195331931,,2.509969473,29063.65625,36202.39453,35219.52344,34791.48828,94733.14844,0.699047267,0.719732225,29983.19727,25508.43359,32022.79297,90234.71094,1.039793253,1.119462609,0.516889155,0.0323979,9.441833333,0.708819568,0.680581033,0.688954175,Interpolated,Benchmark,Market,Regular,,,0.659946918,0.205186307,0.175419927,0.122483552,-0.176265568,0.013228782,0.781960847,0.565614428,0.43365505,0.640523672,0.605871558,0.581191063
URY,Uruguay,Peso Uruguayo,1998,37176.58594,35395.85547,3.290261,1.127187252,,2.534440041,29452.67969,36869.40625,35865.11328,35329.38672,97384.15625,0.705077469,0.723863363,31338.10547,26850.37891,33791.65234,93892.3125,1.094591618,1.189789534,0.540154099,0.033349931,10.47191667,0.736620367,0.707815647,0.718548775,Interpolated,Benchmark,Market,Regular,,,0.679037809,0.209930792,0.154621705,0.130391285,-0.186867014,0.012885471,0.789032433,0.593428709,0.506447257,0.601229548,0.57674545,0.592158318
URY,Uruguay,Peso Uruguayo,1999,35204.21875,33320.51563,3.30729,1.106682897,,2.559149265,28938.55859,35127.21484,34040.91406,33333.17969,99180.42969,0.647451758,0.663824201,30730.39258,26966.06445,33008.98047,96692.03906,1.064381599,1.152504683,0.562821388,0.033835206,11.3393,0.730293512,0.704561889,0.719521284,Interpolated,Benchmark,Market,Regular,,65.55555556,0.713100433,0.185660526,0.155060291,0.112278499,-0.180852965,0.014753147,0.7660812,0.584239192,0.565710969,0.59772414,0.556738496,0.588196635
URY,Uruguay,Peso Uruguayo,2000,33329.62891,32015.49023,3.319066,1.091710448,,2.576194286,27734.22266,33576.26563,32498.06641,31957.25977,99824.39063,0.616750598,0.62009573,30137.33789,26334.08008,32003.76367,98906.13281,1.03713572,1.110230207,0.530656636,0.034196418,12.09959167,0.73126018,0.702295601,0.71418047,Interpolated,Benchmark,Market,Regular,,,0.722688377,0.182808056,0.14516522,0.127943769,-0.196709454,0.018104032,0.756039452,0.564790774,0.607899289,0.561396658,0.551327765,0.579503119
URY,Uruguay,Peso Uruguayo,2001,31653.03711,30454.4707,3.32481,1.098520517,,2.572690725,26194.71484,31834.97852,30997.98242,30456.27148,100643.1016,0.590737939,0.589646697,28978.80664,25311.76367,30761.92383,100719.6094,0.986200392,1.05530858,0.522694647,0.03406417,13.31911667,0.705055118,0.674197435,0.686188996,Interpolated,Benchmark,Market,Regular,,,0.724931836,0.185192198,0.135144398,0.123454951,-0.18972756,0.021004178,0.718249663,0.53088698,0.634277724,0.547231972,0.52970475,0.54578495
URY,Uruguay,Peso Uruguayo,2002,28832.88281,27995.72461,3.325379,1.056614041,,2.569192171,23458.5293,27994.05664,28338.15039,28126.48438,98601.41406,0.568803728,0.536585391,26738.16797,23067.0957,27509.16797,101533.3594,0.92488718,0.959214807,0.484781295,0.036041532,21.25696667,0.49715519,0.480147898,0.483761281,Interpolated,Benchmark,Market,Regular,,,0.705920458,0.161254659,0.128116548,0.120113298,-0.135136575,0.019731604,0.502764572,0.392183352,0.466247481,0.550869346,0.516796231,0.393105865
URY,Uruguay,Peso Uruguayo,2003,28598.74414,27734.92578,3.323124,1.04656601,,2.565698385,22461.25,27270.04688,28144.125,27795.80469,96771.32031,0.577902615,0.53570962,26953.48828,22346.60742,27081.10742,102207.7188,0.933661938,0.945632517,0.432408661,0.03708598,28.20868333,0.438080788,0.427998811,0.433362246,Interpolated,Benchmark,Market,Regular,,,0.681809425,0.173004404,0.126271173,0.129962146,-0.140628293,0.029581172,0.443009955,0.380907246,0.4114655,0.611268997,0.560357809,0.359325558
URY,Uruguay,Peso Uruguayo,2004,29615.36133,28779.05078,3.321367,1.089916587,,2.562209129,22820.63086,28352.85547,29153.9668,28759.91797,100150.6719,0.577364206,0.534222245,28302.29297,23009.53516,28480.88281,103694.6797,0.956046581,0.969822347,0.430650055,0.034891292,28.70373333,0.478491843,0.469451457,0.475883573,Interpolated,Benchmark,Market,Regular,,73.88888889,0.680379033,0.192358851,0.113108307,0.155610904,-0.181831032,0.040373966,0.48106481,0.432159576,0.463014775,0.656294823,0.595405996,0.400096208
URY,Uruguay,Peso Uruguayo,2005,30764.64453,30413.625,3.322529,1.125093102,,2.558115244,24217.12695,30170.80273,30764.64453,30413.625,106262.9844,0.587847948,0.537697971,30413.625,24217.12695,30170.80469,106262.9844,1,1,0.458240926,0.033329524,24.4786,0.576231837,0.564376414,0.570890188,Benchmark,Benchmark,Market,Regular,0.822766202,77.22222222,0.68981868,0.195756882,0.10644047,0.166294754,-0.204935119,0.046624348,0.574643693,0.516153458,0.586524129,0.673142076,0.622331858,0.474001139
URY,Uruguay,Peso Uruguayo,2006,31872.97266,31217.66211,3.327451,1.426254869,,2.5785532,25485.94141,32062.40625,31627.0625,31146.66211,114293.7813,0.518160939,0.495834202,31660.17188,25631.9375,32278.10156,109461.6172,0.915547371,0.940929055,0.458240926,0.033431958,24.07335833,0.629316628,0.619073808,0.628622293,Extrapolated,Benchmark,Market,Regular,,84.44444444,0.712941408,0.211145103,0.105314545,0.179365069,-0.237011716,0.028245592,0.622773375,0.579379666,0.673611938,0.707461596,0.646814585,0.499849707
URY,Uruguay,Peso Uruguayo,2007,34193.73047,32983.91406,3.335528,1.495642543,,2.598535061,27036.92969,33934.78125,33589.03125,32810.22266,118476.6719,0.522671521,0.511587977,33731.21484,27361.9707,34495.48438,113095.1016,0.934385955,0.963247418,0.458240926,0.034103386,23.471025,0.705715358,0.696970582,0.713514447,Extrapolated,Benchmark,Market,Regular,,89.44444444,0.720837831,0.210234851,0.103201941,0.175099671,-0.246500149,0.037125774,0.693117049,0.662694387,0.793711341,0.786336422,0.695827663,0.555072486
URY,Uruguay,Peso Uruguayo,2008,37018.57422,35549.36328,3.345967,1.515946865,,2.618671656,29832.08984,38427.16797,36666.39063,35418.85547,123395.3672,0.552413285,0.571077824,36151.82422,29858.71289,38717,117789.5,0.97014302,1.047342062,0.458240926,0.034489658,20.94931667,0.830548227,0.828175187,0.857345402,Extrapolated,Extrapolated,Market,Regular,,90.55555556,0.736864746,0.242669612,0.105401009,0.175746754,-0.315652221,0.054970071,0.807249307,0.819938571,0.993432434,0.954559803,0.811209977,0.681762576
URY,Uruguay,Peso Uruguayo,2009,38376.71094,36162.72266,3.357391,1.53726089,,2.638964653,30009.50586,37817.42969,38098.41016,36449.34766,124248.2656,0.564001143,0.566265225,37025.91016,29921.93359,38070.09375,122332.4922,0.963812351,0.998968959,0.458240926,0.035867494,22.56798333,0.810314834,0.800481021,0.836696744,Extrapolated,Extrapolated,Market,Regular,,90.55555556,0.716393352,0.214212939,0.106927447,0.165701315,-0.260490954,0.057255927,0.774370446,0.762684989,1.051135475,0.891684055,0.727427602,0.647741377
URY,Uruguay,Peso Uruguayo,2010,42868.98438,39622.48828,3.368786,1.547124267,,2.65941453,33703.66797,42165.69141,42518.49609,39821.02734,127321.5938,0.587723494,0.59836328,40319.31641,33347.05469,42327.08203,127808.5,1.018328071,1.077641249,0.458240926,0.036274176,20.059275,0.942652285,0.92693758,0.989728093,Extrapolated,Extrapolated,Market,Regular,,95.55555556,0.747158349,0.212501332,0.099220313,0.164015889,-0.278058857,0.055163044,0.896883056,0.864346982,1.287308308,1.022883177,0.770171463,0.736218691
URY,Uruguay,Peso Uruguayo,2011,45591.85938,41973.19141,3.380008,1.560279727,,2.65941453,36299.08984,45364.01953,45251.3125,41992.39453,134215.7344,0.598336756,0.620195568,42617.62891,35809.28125,45422.875,133334.8281,1.047898293,1.125863671,0.458240926,0.036836933,19.31420833,1.040088892,1.032230973,1.112339854,Extrapolated,Extrapolated,Market,Regular,,93.33333333,0.768677354,0.215870798,0.095743202,0.169599265,-0.303727627,0.053837031,0.982165517,1.000765507,1.505128378,1.12187624,0.832736015,0.842865109
USA,United States,US Dollar,1950,1997788.875,1976905.5,155.5472377,62.07744217,1908.73,2.632708788,1558360.5,2007243.875,1970555.375,1970559.125,5146307,1,1,1979349,1699645.875,2095020.5,6328850.5,0.617147863,0.602295756,0.639472544,,1,0.147429198,0.147106394,0.147106126,Extrapolated,Extrapolated,Market,Regular,,,0.690734148,0.227794915,0.10008733,0.044887941,-0.039498545,-0.024005814,0.141205947,0.14598576,0.190377833,0.102894261,0.096868992,0.146452859
USA,United States,US Dollar,1951,2123626.75,2110166.75,158.2103295,64.56539917,1918.55,2.645824671,1654114.375,2120791.25,2112684.75,2119668,5437772.5,1,1,2132526,1823612.625,2214712,6808344,0.629588425,0.602884829,0.643262386,0.034929443,1,0.159150973,0.158513173,0.157990962,Extrapolated,Extrapolated,Market,Regular,,,0.648682475,0.220165044,0.131682396,0.05544807,-0.042999055,-0.012978937,0.151637312,0.156252524,0.196164133,0.106789976,0.104117438,0.157038361
USA,United States,US Dollar,1952,2196235.25,2175259.5,160.9428844,65.38006592,1913.27,2.659006119,1759337.25,2191242.75,2200674.25,2201972.5,5697702.5,1,1,2214200.5,1946565.25,2286553.75,7050130,0.638451457,0.607920825,0.655529559,0.034879755,1,0.162968338,0.160696805,0.160602078,Extrapolated,Extrapolated,Market,Regular,,,0.648253679,0.196144789,0.150728732,0.049262334,-0.042550065,-0.001839516,0.153772139,0.15144392,0.202519285,0.111646667,0.106139414,0.159715146
USA,United States,US Dollar,1953,2300122.5,2270879.75,163.6304925,66.24584961,1910.17,2.672253132,1859891.75,2306844.25,2308001.75,2304307.5,5921426.5,1,1,2316120.75,2050417.75,2405950,7307389,0.651858211,0.624357402,0.656259775,0.034835782,1,0.164452597,0.162204519,0.162464559,Extrapolated,Extrapolated,Market,Regular,,,0.651789188,0.19396396,0.15534775,0.041997384,-0.041381638,-0.001716634,0.155201066,0.152849628,0.203269048,0.116042599,0.109060936,0.16163592
